outlet_name,outlet_address,category,item_order,item_name,item_description,price,is_veg,image_url,action_label,raw_text,source_url,scraped_at
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,81,Grilled Chilli Garlic Prawns (9 Pcs),Prawns marinated in Indian spices and hung curd cooked in clay oven -Tandoor and served with Salad mix and Mint Chutney,₹429/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/10/25/bbq_28_imac289817x13.jpg,Add,AddGrilled Chilli Garlic Prawns (9 Pcs)Prawns marinated in Indian spices and hung curd cooked in clay oven -Tandoor and served with Salad mix and Mint Chutney ₹429/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,82,Chicken Tikka (8 Pcs),"Boneless Chicken chunks marinated in authentic tikka masala and grilled on skewers, one of India's most popular dishes.",₹379/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/10/25/bbq_28_imac274517x13.jpg,Add,"AddChicken Tikka (8 Pcs)Boneless Chicken chunks marinated in authentic tikka masala and grilled on skewers, one of India's most popular dishes. ₹379/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,83,Tandoori Chicken Wings (12 Pcs),"Nothing better than a crispy yet juicy hot chicken wings(12 Pcs), tossed in BBQ sauce, will surely make you crave for more.",₹349/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/10/25/bbq_28_imac277917x13.jpg,Add,"AddTandoori Chicken Wings (12 Pcs)Nothing better than a crispy yet juicy hot chicken wings(12 Pcs), tossed in BBQ sauce, will surely make you crave for more. ₹349/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,84,Kebabs in a Box (Non Veg Overload),Chilly Garlic Prawns (6 Pcs) + Chicken Tikka (4 Pcs) + Chicken Wings (6 Pcs) + Tandoori Tangadi (2Pcs) + Fish Tikka (6 Pcs) + Angoori Jamun (8 Pcs). Accompanied with Dips & Salad. Non Veg Overload in a Box.,₹979/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2023/04/27/Kebabs_in_a_Box_Non_Veg_Overload_1682583741.jpg,Add,AddKebabs in a Box (Non Veg Overload)Chilly Garlic Prawns (6 Pcs) + Chicken Tikka (4 Pcs) + Chicken Wings (6 Pcs) + Tandoori Tangadi (2Pcs) + Fish Tikka (6 Pcs) + Angoori Jamun (8 Pcs). Accompanied with Dips & Salad. Non Veg Overload in a Box. Read more₹979/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,85,Chicken Seekh Kebab,"Succulent kebabs (6Nos) made from tender meat, masalas and seasoning,grilled on skewers till perfection. Served with Mint Chutney &Lacha Onions",₹279/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/10/25/bbq_4th_oct2183.jpg,Add,"AddChicken Seekh KebabSucculent kebabs (6Nos) made from tender meat, masalas and seasoning,grilled on skewers till perfection. Served with Mint Chutney &Lacha Onions ₹279/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,86,Mutton Seekh Kebab,"Scrumptious, full of juices & flavors- These mutton mince kebabs (6Nos) cooked with Indian aromatic spices are perfect as a starter.",₹339/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/10/25/bbq_4th_oct2174.jpg,Add,"AddMutton Seekh KebabScrumptious, full of juices & flavors- These mutton mince kebabs (6Nos) cooked with Indian aromatic spices are perfect as a starter. ₹339/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,87,Chicken Kebabs Platter- (Serves 2),Chicken Tikka Boneless (6 Pcs) + Chicken Seekh Kebab (6 Pcs)+ Chicken Tangadi Mirch Masala (2 Pcs) + Tandoori Chicken Wings (4 Pcs)-A mighty shareable Chicken starter platter served with Garlic Mayonnaise & Mint Chutney.,₹559/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2023/04/25/Chicken_Kebabs_Platter_Serves_2_1682397876.jpg,Add,AddChicken Kebabs Platter- (Serves 2)Chicken Tikka Boneless (6 Pcs) + Chicken Seekh Kebab (6 Pcs)+ Chicken Tangadi Mirch Masala (2 Pcs) + Tandoori Chicken Wings (4 Pcs)-A mighty shareable Chicken starter platter served with Garlic Mayonnaise & Mint Chutney. Read more₹559/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,88,Steamed Masala Corn (Plain),"Tender corn kernels topped with a finely chopped onion, fresh coriander, and green chili. Served with Cajun Seasoning.",₹219/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2024/06/29/e94f6de6-8739-4636-930f-180baa585202..jpg,Add,"AddSteamed Masala Corn (Plain)Tender corn kernels topped with a finely chopped onion, fresh coriander, and green chili. Served with Cajun Seasoning. ₹219/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Kebabs Platter & Starters,89,Spring Rolls (10 Pcs),Crispy rolls filled with vegetables and served with spicy Cajun dipping sauce for a flavorful appetizer.,₹249/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2024/07/03/e0fefd2f-8f58-4dc7-bce0-7e7cdbbd2661..jpg,Add,AddSpring Rolls (10 Pcs)Crispy rolls filled with vegetables and served with spicy Cajun dipping sauce for a flavorful appetizer. ₹249/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Executive Thalis,90,Punjabi Thali - Non Veg,"A flavorful Punjabi meal with Tandoori Chicken Tikka (3 pieces), Chicken Butter Masala, Chole Masala, Dal Makhani, steamed basmati rice, garlic naan, raita, salad, and 4 Angoori Gulab Jamuns for dessert.",₹499/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/08/05/db97e63e-4367-4a84-b795-91919ce60f11..jpg,Add,"AddPunjabi Thali - Non VegA flavorful Punjabi meal with Tandoori Chicken Tikka (3 pieces), Chicken Butter Masala, Chole Masala, Dal Makhani, steamed basmati rice, garlic naan, raita, salad, and 4 Angoori Gulab Jamuns for dessert. Read more₹499/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Executive Thalis,91,Punjabi Thali - Veg,Tandoori Paneer Tikka (3 Pcs) + Paneer Butter Masala + Chole Masala + Dal Makhani + Steamed Basmati Rice + Garlic Naan + Raita + Salad + Angoori Gulab Jamun (3 Nos) - A vibrant vegetarian feast inspired by the heart of Punjab.,₹429/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/08/05/f13d77c6-7558-41d6-bbec-5b1e20a12618..jpg,Add,AddPunjabi Thali - VegTandoori Paneer Tikka (3 Pcs) + Paneer Butter Masala + Chole Masala + Dal Makhani + Steamed Basmati Rice + Garlic Naan + Raita + Salad + Angoori Gulab Jamun (3 Nos) - A vibrant vegetarian feast inspired by the heart of Punjab. Read more₹429/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,92,Chicken Lababdar Rice Bowl,"Savor authentic Chicken Lababdar served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹319/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/0c1a014f-a65f-40f0-8d95-a57f39cc65e3..jpg,Add,"AddChicken Lababdar Rice BowlSavor authentic Chicken Lababdar served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹319/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,93,Kadai Chicken Rice Bowl,"Savor authentic Kadai Chicken served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹319/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/13fb5e04-f7a9-4203-8499-6844a0dcb813..jpg,Add,"AddKadai Chicken Rice BowlSavor authentic Kadai Chicken served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹319/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,94,Chicken Korma Curry Rice Bowl,"Savor authentic Chicken Korma Curry served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹319/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/163558c1-1e15-4e98-80cd-365782dcd972..jpg,Add,"AddChicken Korma Curry Rice BowlSavor authentic Chicken Korma Curry served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹319/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,95,Egg Korma Rice Bowl,"Savor authentic Egg Korma served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹229/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/5a66b6ff-d946-4fc9-9642-f1e62eadee61..jpg,Add,"AddEgg Korma Rice BowlSavor authentic Egg Korma served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹229/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,96,Fish Curry Rice Bowl,"Savor authentic Fish Curry served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹299/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/10/faee6f20-3842-4f26-9b64-c505f114cc72..jpg,Add,"AddFish Curry Rice BowlSavor authentic Fish Curry served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹299/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,97,Prawns Curry Rice Bowl,"Savor authentic Prawns Curry served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹299/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/ae44be47-6d78-441f-b35d-dedca9a57ddf..jpg,Add,"AddPrawns Curry Rice BowlSavor authentic Prawns Curry served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹299/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,98,Paneer Lababdar Rice Bowl,"Savor authentic Paneer Lababdar served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹309/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/a4ff7087-a4d0-4baa-878f-ece9b15edd83..jpg,Add,"AddPaneer Lababdar Rice BowlSavor authentic Paneer Lababdar served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹309/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,99,Kadai Paneer Rice Bowl,"Savor authentic Kadai Paneer served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹309/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/d5d26dec-3862-4e6f-bec1-c544663d1fdf..jpg,Add,"AddKadai Paneer Rice BowlSavor authentic Kadai Paneer served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹309/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,100,Paneer Korma Rice Bowl,"Savor authentic Paneer Korma served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹309/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/a186d785-7fe8-4a6f-9089-bc3bf3904dd1..jpg,Add,"AddPaneer Korma Rice BowlSavor authentic Paneer Korma served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹309/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,101,Rajma Chawal Bowl,"Savor authentic Rajma Chawal served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹229/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/af10031e-fc65-46ec-8b50-c0bcb01ddc45..jpg,Add,"AddRajma Chawal BowlSavor authentic Rajma Chawal served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹229/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,102,Chole Chawal Bowl,"Savor authentic Chole Masala served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹229/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/9e53458d-f05c-47fe-ba7f-0b7679957a31..jpg,Add,"AddChole Chawal BowlSavor authentic Chole Masala served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹229/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Rice Bowls,103,Mushroom Masala Rice Bowl,"Savor authentic Mushroom Masala served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly.",₹229/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/7e1bd998-5354-46dd-bf1e-4a350b7f5023..jpg,Add,"AddMushroom Masala Rice BowlSavor authentic Mushroom Masala served half and half with steamed basmati rice. Accompanied by raita, mint chutney, onion slices, and green chilly. ₹229/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,104,Prawns Curry,"Succulent prawns cooked in a flavorful, spiced curry with a rich, aromatic gravy.",₹499/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/666191db-ef5a-43a8-a76c-68a0ada12aa5..jpg,Add,"AddPrawns CurrySucculent prawns cooked in a flavorful, spiced curry with a rich, aromatic gravy. ₹499/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,105,Tadka Dal,"Lentils cooked with spices and tempered with ghee, garlic, and chilies for rich flavor.",₹329/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/5e88427c-ab86-4903-997b-5bf9b6739109..jpg,Add,"AddTadka DalLentils cooked with spices and tempered with ghee, garlic, and chilies for rich flavor. ₹329/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,106,Rajma Masala,"Red kidney beans simmered in a spiced tomato-onion gravy for a hearty, flavorful dish.",₹199/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/41d85715-06c5-4f1d-b805-84c1991c2b8f..jpg,Add,"AddRajma MasalaRed kidney beans simmered in a spiced tomato-onion gravy for a hearty, flavorful dish. ₹199/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,107,Chole Masala,"Chickpeas cooked in a spicy, tangy tomato-onion gravy for a rich and hearty flavor.",₹199/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/1267b359-ebbd-4a60-bc5f-604b78ca6206..jpg,Add,"AddChole MasalaChickpeas cooked in a spicy, tangy tomato-onion gravy for a rich and hearty flavor. ₹199/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,108,Kadai Paneer,"Paneer cooked with bell peppers, onions, and spices in a rich, flavorful kadai masala.",₹419/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/864349ec-d127-4df2-9cb8-d070b622bb18..jpg,Add,"AddKadai PaneerPaneer cooked with bell peppers, onions, and spices in a rich, flavorful kadai masala. ₹419/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,109,Paneer Lababdar,"Paneer in a rich, creamy tomato-based gravy with aromatic spices. Smooth and flavorful.",₹419/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/bd3475eb-825f-4846-81a0-bb8f25875db9..jpg,Add,"AddPaneer LababdarPaneer in a rich, creamy tomato-based gravy with aromatic spices. Smooth and flavorful. ₹419/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,110,Mutter Paneer,"Paneer and green peas cooked in a spiced tomato-onion gravy for a rich, hearty flavor.",₹419/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/fffc38b1-abfb-4eb7-99e7-2ff459f5dcd7..jpg,Add,"AddMutter PaneerPaneer and green peas cooked in a spiced tomato-onion gravy for a rich, hearty flavor. ₹419/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,111,Paneer Korma,"Paneer cooked in a creamy, mildly spiced gravy for a rich and tasty dish.",₹419/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/a7007abd-2e60-4924-9a30-419e38cafe4e..jpg,Add,"AddPaneer KormaPaneer cooked in a creamy, mildly spiced gravy for a rich and tasty dish. ₹419/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,112,Paneer Do Pyaza,"Paneer cooked with double onions, spices, and gravy for a rich and flavorful dish.",₹419/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/f80d2d6f-e395-4ec4-8aed-61f279ecdf58..jpg,Add,"AddPaneer Do PyazaPaneer cooked with double onions, spices, and gravy for a rich and flavorful dish. ₹419/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,113,Egg Korma,"Boiled eggs simmered in a rich, creamy, mildly spiced korma gravy.",₹309/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/2c7684fc-3e3f-49cd-a77b-f953a1a2123a..jpg,Add,"AddEgg KormaBoiled eggs simmered in a rich, creamy, mildly spiced korma gravy. ₹309/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,114,Chicken Lababdar,"Tender chicken cooked in a rich, creamy tomato-based gravy with aromatic spices.",₹399/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/f8e5ab2b-f469-4154-85e8-d65f038edbbe..jpg,Add,"AddChicken LababdarTender chicken cooked in a rich, creamy tomato-based gravy with aromatic spices. ₹399/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,115,Kadai Chicken,"Chicken cooked with onions, capsicum, and spices in a flavorful kadai-style gravy.",₹399/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/9aa2ec66-9b76-40c9-babd-636d517bab37..jpg,Add,"AddKadai ChickenChicken cooked with onions, capsicum, and spices in a flavorful kadai-style gravy. ₹399/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,116,Chicken Korma,"Tender chicken simmered in a rich, creamy, mildly spiced korma gravy.",₹399/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/09/848d616a-70c5-4324-a450-99c8f2878c39..jpg,Add,"AddChicken KormaTender chicken simmered in a rich, creamy, mildly spiced korma gravy. ₹399/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,117,Coastal Fish Curry,"Fish cooked in a tangy, aromatic curry with coastal spices.",₹499/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2025/07/10/8daa01dd-2d79-4469-9999-b570a3b9d0bb..jpg,Add,"AddCoastal Fish CurryFish cooked in a tangy, aromatic curry with coastal spices. ₹499/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,118,Egg Masala,"A simple culinary delight , hard boiled eggs cooked in a luscious gravy flavoured with Indian spices & aromats.",₹309/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/10/25/bbq_imac_26_sep849317x13.jpg,Add,"AddEgg MasalaA simple culinary delight , hard boiled eggs cooked in a luscious gravy flavoured with Indian spices & aromats. ₹309/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,119,Dry Vegetable Mix,Creamy melange of garden vegetables cooked in rich tomato & onion gravy finished with cream,₹309/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/10/21/_Dry-Vegetables-Mix-17x13.jpg,Add,AddDry Vegetable MixCreamy melange of garden vegetables cooked in rich tomato & onion gravy finished with cream ₹309/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,120,Dal Makhani,"India's most loved and sought after Dal. lentils slowly simmered in a very aromatic buttery, creamy tomato sauce",₹339/-,Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/10/25/bbq_imac_26_sep852317x13.jpg,Add,"AddDal MakhaniIndia's most loved and sought after Dal. lentils slowly simmered in a very aromatic buttery, creamy tomato sauce ₹339/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,121,Mutton Rogan Josh,A mutton delight slow cooked with a blend of Indian spices,₹509/-,Non-Veg,https://s3.ap-southeast-1.amazonaws.com/asia.urbanpiper.com/media/bizmedia/l/2020/10/06/Mutton_Rogan_Josh_COMPRESSED.jpg,Add,AddMutton Rogan JoshA mutton delight slow cooked with a blend of Indian spices ₹509/-DetailsADD,https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
Korum Mall Thane,"2nd Floor, Korum Mall, Mangal Pandy Road, Near Cadbury Compound, Eastern Express High Way.Thane- 400606",Curries & Dal,122,Butter Chicken Masala,"One of the most popular Punjabi style chicken dishes in the world , cooked in tomato puree, cream, butter and a host of masalas.",₹419/-,Non-Veg,https://cdn.urbanpiper.com/media/bizmedia/2022/10/28/cho16x9jpg053_1666977410.jpg,Add,"AddButter Chicken MasalaOne of the most popular Punjabi style chicken dishes in the world , cooked in tomato puree, cream, butter and a host of masalas. ₹419/-DetailsADD",https://www.barbequenation.com/ubq-delivery,2026-07-22T18:17:02.317Z
